,location,total_sqft,bath,price,BHK,price_per_sqft
7171,Sarjapur  Road,1691.0,3.0,119.0,3,7037.25606150207
7172,Sarjapur  Road,1846.0,3.0,140.0,3,7583.965330444204
7173,Sarjapur  Road,1200.0,3.0,95.0,3,7916.666666666667
7176,Sarjapur  Road,1819.0,3.0,100.0,3,5497.526113249038
7177,Sarjapur  Road,1845.0,4.0,110.0,3,5962.059620596206
7178,Sarjapur  Road,1233.0,2.0,77.65,2,6297.6480129764805
7183,Sarjapur  Road,1680.0,3.0,112.0,3,6666.666666666667
7184,Sarjapur  Road,1255.0,2.0,92.0,2,7330.677290836654
7186,Sarjapur  Road,1311.0,2.0,78.0,2,5949.656750572082
7188,Sarjapur  Road,1157.0,2.0,75.0,3,6482.281763180639
7189,Sarjapur  Road,1145.0,2.0,75.0,2,6550.218340611354
7190,Sarjapur  Road,1300.0,2.0,70.0,3,5384.615384615385
7193,Sarjapur  Road,1476.0,2.6926096474673513,98.94,3,6703.252032520325
7194,Sarjapur  Road,2180.0,3.0,170.0,3,7798.165137614679
7197,Sarjapur  Road,1750.0,3.0,110.0,3,6285.714285714285
7200,Sarjapur  Road,1200.0,3.0,70.0,3,5833.333333333333
7201,Sarjapur  Road,2600.0,3.0,200.0,3,7692.307692307692
7203,Sarjapur  Road,685.0,1.0,40.0,1,5839.41605839416
7206,Sarjapur  Road,1241.0,2.0,82.0,2,6607.57453666398
7210,Sarjapur  Road,835.0,1.0,46.95,1,5622.754491017964
7211,Sarjapur  Road,1280.0,2.0,76.0,2,5937.5
7214,Sarjapur  Road,1263.0,2.0,78.0,2,6175.771971496437
7215,Sarjapur  Road,1691.0,3.0,98.0,3,5795.38734476641
7217,Sarjapur  Road,1308.0,2.0,83.0,2,6345.565749235474
7218,Sarjapur  Road,1592.0,3.0,91.0,3,5716.08040201005
7220,Sarjapur  Road,1150.0,2.0,77.0,2,6695.652173913043
7221,Sarjapur  Road,1965.0,3.0,120.0,3,6106.8702290076335
7222,Sarjapur  Road,2275.0,4.0,180.0,3,7912.087912087912
7224,Sarjapur  Road,1418.0,2.0,78.0,2,5500.705218617772
7225,Sarjapur  Road,1200.0,2.0,93.0,2,7750.0
7228,Sarjapur  Road,1115.0,2.0,60.0,2,5381.165919282511
7229,Sarjapur  Road,1525.0,2.0,87.0,3,5704.918032786885
7230,Sarjapur  Road,1346.0,2.0,71.32,2,5298.662704309063
7233,Sarjapur  Road,715.0,1.0,29.0,1,4055.944055944056
7234,Sarjapur  Road,1230.0,2.0,94.5,2,7682.926829268293
7235,Sarjapur  Road,1750.0,3.0,99.0,3,5657.142857142857
7236,Sarjapur  Road,1145.0,2.0,62.0,2,5414.847161572053
7237,Sarjapur  Road,1500.0,3.0,88.0,3,5866.666666666667
7239,Sarjapur  Road,1846.0,3.0,145.0,3,7854.821235102925
7240,Sarjapur  Road,1067.0,2.0,60.0,2,5623.242736644798
7242,Sarjapur  Road,1700.0,3.0,95.0,3,5588.235294117647
7243,Sarjapur  Road,1230.0,2.0,65.0,2,5284.552845528456
7245,Sarjapur  Road,3785.0,5.0,280.0,4,7397.622192866578
7246,Sarjapur  Road,2556.0,3.0,169.0,3,6611.89358372457
7247,Sarjapur  Road,1278.0,2.0,90.0,2,7042.2535211267605
7249,Sarjapur  Road,1305.0,2.0,99.0,2,7586.206896551724
7250,Sarjapur  Road,1755.0,3.0,122.0,3,6951.5669515669515
7251,Sarjapur  Road,4334.0,2.6926096474673513,338.0,4,7798.800184586987
7253,Sarjapur  Road,1700.0,3.0,93.5,3,5500.0
7255,Sarjapur  Road,1060.0,2.0,55.0,2,5188.679245283019
7256,Sarjapur  Road,1455.0,2.0,98.0,3,6735.395189003437
7257,Sarjapur  Road,1850.0,3.0,140.0,3,7567.5675675675675
7258,Sarjapur  Road,950.0,1.0,39.9,1,4200.0
7259,Sarjapur  Road,1826.0,3.0,130.0,3,7119.386637458927
7262,Sarjapur  Road,1660.0,2.0,116.0,3,6987.951807228916
7263,Sarjapur  Road,1700.0,3.0,108.0,3,6352.941176470588
7264,Sarjapur  Road,1539.0,3.0,85.0,3,5523.066926575699
7265,Sarjapur  Road,1489.0,2.0,82.0,3,5507.051712558764
7267,Sarjapur  Road,1200.0,2.0,75.0,2,6250.0
7271,Sarjapur  Road,3044.0,3.0,183.0,3,6011.826544021025
7274,Sarjapur  Road,1877.0,4.0,150.0,3,7991.475759190197
7276,Sarjapur  Road,1229.0,2.0,70.0,2,5695.6875508543535
7277,Sarjapur  Road,1342.0,2.0,70.0,2,5216.095380029807
7278,Sarjapur  Road,1711.0,3.0,110.0,3,6428.988895382817
7282,Sarjapur  Road,1050.0,2.0,63.5,2,6047.619047619048
7283,Sarjapur  Road,1350.0,2.0,102.0,2,7555.555555555556
7284,Sarjapur  Road,2990.0,4.0,240.0,4,8026.755852842809
7286,Sarjapur  Road,1457.0,3.0,85.0,3,5833.905284831846
7287,Sarjapur  Road,1685.0,3.0,135.0,3,8011.86943620178
7289,Sarjapur  Road,1200.0,3.0,70.0,3,5833.333333333333
7293,Sarjapur  Road,984.0,2.0,55.0,2,5589.430894308943
7297,Sarjapur  Road,1320.0,2.0,100.0,2,7575.757575757576
7298,Sarjapur  Road,1984.0,4.0,145.0,3,7308.467741935484
7302,Sarjapur  Road,1550.0,2.0,89.0,3,5741.935483870968
7303,Sarjapur  Road,2425.0,5.0,201.0,4,8288.659793814433
7304,Sarjapur  Road,1691.0,3.0,113.0,3,6682.436428149024
7305,Sarjapur  Road,2070.0,4.0,160.0,3,7729.468599033817
7307,Sarjapur  Road,1435.0,3.0,90.0,3,6271.777003484321
7309,Sarjapur  Road,1262.0,2.0,67.0,2,5309.033280507131
7310,Sarjapur  Road,1693.0,3.0,125.0,3,7383.343177790904
7311,Sarjapur  Road,1826.0,3.0,125.0,3,6845.564074479737
7312,Sarjapur  Road,1660.0,3.0,116.0,3,6987.951807228916
7314,Sarjapur  Road,1830.0,3.0,119.0,3,6502.732240437159
7318,Sarjapur  Road,2900.0,4.0,240.0,4,8275.862068965518
7319,Sarjapur  Road,1059.0,2.0,68.0,2,6421.152030217186
7321,Sarjapur  Road,1157.0,2.0,74.0,3,6395.851339671564
7322,Sarjapur  Road,1700.0,3.0,118.0,3,6941.176470588235
7323,Sarjapur  Road,1691.0,3.0,120.0,3,7096.392667060911
7325,Sarjapur  Road,1308.0,2.0,75.0,2,5733.94495412844
7326,Sarjapur  Road,1580.0,3.0,125.0,3,7911.392405063291
7328,Sarjapur  Road,1763.25,3.0,98.0,3,5557.918616191691
7329,Sarjapur  Road,1826.0,3.0,130.0,3,7119.386637458927
7330,Sarjapur  Road,1550.0,2.0,98.0,3,6322.580645161291
7333,Sarjapur  Road,1819.0,3.0,100.0,3,5497.526113249038
7334,Sarjapur  Road,984.0,2.0,59.0,2,5995.934959349594
7335,Sarjapur  Road,1489.0,3.0,88.0,3,5910.006715916723
7336,Sarjapur  Road,702.0,1.0,52.0,1,7407.407407407408
7337,Sarjapur  Road,1242.0,2.0,75.0,2,6038.647342995169
7338,Sarjapur  Road,2275.0,4.0,185.0,3,8131.868131868132
7339,Sarjapur  Road,2100.0,3.0,135.0,3,6428.571428571428
7340,Sarjapur  Road,1700.0,3.0,93.5,3,5500.0
7341,Sarjapur  Road,1862.0,4.0,110.0,3,5907.626208378088
7342,Sarjapur  Road,2275.0,4.0,175.0,3,7692.307692307692
7343,Sarjapur  Road,1787.0,3.0,116.0,3,6491.326245103525
7344,Sarjapur  Road,1691.0,3.0,93.01,3,5500.295683027794
7345,Sarjapur  Road,1028.0,2.0,56.0,2,5447.470817120623
7347,Sarjapur  Road,1181.0,2.0,65.0,3,5503.81033022862
7348,Sarjapur  Road,1691.0,3.0,100.0,3,5913.660555884092
7349,Sarjapur  Road,1026.0,2.0,60.55,2,5901.559454191033
7350,Sarjapur  Road,1350.0,2.0,85.0,2,6296.2962962962965
7351,Sarjapur  Road,1157.0,2.0,72.0,3,6222.990492653414
7352,Sarjapur  Road,1019.0,2.0,62.0,2,6084.396467124632
7353,Sarjapur  Road,3418.0,3.0,235.0,4,6875.365710942071
7354,Sarjapur  Road,691.0,1.0,31.1,1,4500.723589001447
7358,Sarjapur  Road,1881.0,3.0,145.0,3,7708.665603402445
7359,Sarjapur  Road,2275.0,4.0,182.0,3,8000.0
7362,Sarjapur  Road,1881.0,3.0,145.0,3,7708.665603402445
7364,Sarjapur  Road,2880.0,3.0,211.0,4,7326.388888888889
7365,Sarjapur  Road,3418.0,2.6926096474673513,222.0,4,6495.026331187829
7367,Sarjapur  Road,675.0,1.0,27.0,1,4000.0
7368,Sarjapur  Road,1773.5,2.6926096474673513,102.92,3,5803.213983648154
7369,Sarjapur  Road,1346.0,2.0,74.03,2,5500.0
7370,Sarjapur  Road,1691.0,3.0,119.0,3,7037.25606150207
7371,Sarjapur  Road,1335.0,2.0,95.0,2,7116.104868913858
7373,Sarjapur  Road,1680.0,3.0,126.0,3,7500.0
7374,Sarjapur  Road,1222.0,2.0,68.0,3,5564.648117839607
7375,Sarjapur  Road,3420.0,4.0,225.0,4,6578.9473684210525
7376,Sarjapur  Road,1510.0,2.0,110.0,3,7284.76821192053
7377,Sarjapur  Road,1242.0,2.0,78.0,2,6280.193236714976
7379,Sarjapur  Road,1129.0,2.0,69.0,2,6111.603188662533
7380,Sarjapur  Road,1850.0,3.0,140.0,3,7567.5675675675675
7382,Sarjapur  Road,1879.0,3.0,155.0,3,8249.068653539116
7383,Sarjapur  Road,1157.0,2.0,75.0,3,6482.281763180639
7384,Sarjapur  Road,2425.0,5.0,175.0,4,7216.494845360825
7385,Sarjapur  Road,1323.0,2.0,74.0,2,5593.348450491308
7386,Sarjapur  Road,2289.0,3.0,178.0,3,7776.321537789428
7389,Sarjapur  Road,2100.0,3.0,130.0,3,6190.476190476191
7390,Sarjapur  Road,702.0,1.0,35.8,1,5099.715099715099
7392,Sarjapur  Road,1800.0,3.0,128.0,3,7111.111111111111
7393,Sarjapur  Road,2275.0,4.0,187.0,3,8219.78021978022
7395,Sarjapur  Road,1026.0,2.0,60.8,2,5925.925925925926
7397,Sarjapur  Road,1216.0,2.0,70.0,2,5756.578947368421
7398,Sarjapur  Road,1112.0,2.0,62.0,2,5575.5395683453235
7400,Sarjapur  Road,1157.0,2.0,69.0,3,5963.699222126188
7402,Sarjapur  Road,1026.0,2.0,60.8,2,5925.925925925926
7404,Sarjapur  Road,1600.0,3.0,120.0,3,7500.0
7406,Sarjapur  Road,1346.0,2.0,74.03,2,5500.0
7407,Sarjapur  Road,475.0,1.0,26.0,1,5473.684210526316
7410,Sarjapur  Road,1660.0,2.0,116.0,3,6987.951807228916
7413,Sarjapur  Road,1346.0,2.0,69.61,2,5171.619613670134
7414,Sarjapur  Road,2089.0,3.0,148.0,3,7084.729535662997
7415,Sarjapur  Road,1612.0,3.0,98.38,3,6102.977667493797
7416,Sarjapur  Road,1290.0,2.0,88.0,2,6821.705426356589
7417,Sarjapur  Road,1371.0,2.0,86.0,2,6272.793581327498
7418,Sarjapur  Road,2140.0,3.0,139.0,3,6495.327102803738
7419,Sarjapur  Road,1044.0,2.0,55.0,2,5268.199233716475
7421,Sarjapur  Road,2180.0,4.0,180.0,3,8256.880733944954
7422,Sarjapur  Road,1691.0,3.0,119.0,3,7037.25606150207
7423,Sarjapur  Road,2206.0,4.0,180.0,3,8159.564823209429
7424,Sarjapur  Road,1309.0,2.0,69.5,2,5309.396485867074
7425,Sarjapur  Road,1691.0,3.0,100.0,3,5913.660555884092
7426,Sarjapur  Road,1367.0,2.0,80.0,2,5852.231163130944
7429,Sarjapur  Road,1984.0,4.0,148.0,3,7459.677419354839
7431,Sarjapur  Road,1346.0,2.0,74.03,2,5500.0
7433,Sarjapur  Road,1112.0,2.0,58.0,2,5215.827338129497
7434,Sarjapur  Road,1340.0,2.0,75.0,2,5597.014925373134
7435,Sarjapur  Road,3500.0,3.0,275.0,3,7857.142857142857
7437,Sarjapur  Road,1132.0,2.0,70.0,2,6183.745583038869
7439,Sarjapur  Road,2425.0,5.0,195.0,4,8041.237113402062
7440,"Sarjapur Road, ",1929.0,3.0,115.0,3,5961.638154484189
7441,"Sarjapur Road, ",2425.0,4.0,173.0,4,7134.020618556701
7442,"Sarjapur Road, ",1636.0,3.0,97.0,3,5929.095354523228
7443,"Sarjapur Road, ",1936.0,3.0,139.0,3,7179.752066115702
7444,"Sarjapur Road, ",1275.0,2.0,76.0,2,5960.78431372549
7445,"Sarjapur Road, ",1182.0,2.0,64.0,2,5414.551607445009
7446,Sarjapura - Attibele Road,1330.0,2.0,48.0,3,3609.0225563909776
7447,Sarjapura - Attibele Road,1329.0,2.0,45.95,3,3457.486832204665
7448,Sarjapura - Attibele Road,829.0,2.0,22.8,2,2750.301568154403
7449,Sarjapura - Attibele Road,2400.0,3.0,85.0,3,3541.6666666666665
7450,Sarjapura - Attibele Road,1033.0,2.0,28.41,2,2750.242013552759
7451,Sarjapura - Attibele Road,1676.0,3.0,52.0,3,3102.6252983293557
7452,Sarjapura - Attibele Road,1800.0,3.0,90.0,3,5000.0
7453,Sarjapura - Attibele Road,1308.0,2.0,37.0,2,2828.7461773700306
7454,Sarjapura - Attibele Road,1073.0,2.0,31.77,2,2960.857409133271
7455,Sarjapura - Attibele Road,1330.0,2.0,49.0,3,3684.2105263157896
7456,Sarjapura - Attibele Road,1090.0,2.0,37.0,2,3394.4954128440368
7457,Sarjapura - Attibele Road,1126.0,2.0,36.0,2,3197.158081705151
7458,Sarjapura - Attibele Road,740.0,1.0,23.65,1,3195.945945945946
7459,Sarjapura - Attibele Road,1555.0,3.0,52.0,3,3344.051446945338
7460,Sarvabhouma Nagar,500.0,1.0,24.0,1,4800.0
7461,Sarvabhouma Nagar,1012.0,2.0,42.0,2,4150.197628458498
7462,Sathya Layout,1504.0,2.0,100.0,3,6648.936170212766
7463,Sathya Layout,1504.0,2.0,102.0,3,6781.914893617021
7464,Sathya Sai Layout,5500.0,4.0,600.0,4,10909.09090909091
7466,Sathya Sai Layout,4104.0,4.0,360.0,4,8771.929824561403
7467,Sathya Sai Layout,4041.0,4.0,345.0,4,8537.490720118782
7471,Sector 1 HSR Layout,1840.0,3.0,155.0,3,8423.91304347826
7472,Sector 1 HSR Layout,1533.0,3.0,150.0,3,9784.735812133073
7473,Sector 1 HSR Layout,600.0,2.0,120.0,2,20000.0
7474,Sector 1 HSR Layout,1804.0,3.0,150.0,3,8314.855875831485
7475,Sector 1 HSR Layout,1720.0,3.0,83.0,3,4825.581395348837
7476,Sector 1 HSR Layout,1684.0,3.0,86.0,3,5106.88836104513
7477,Sector 2 HSR Layout,1296.0,2.0,75.0,2,5787.037037037037
7478,Sector 2 HSR Layout,794.0,1.0,60.0,1,7556.675062972292
7479,Sector 2 HSR Layout,1143.0,2.0,65.0,2,5686.789151356081
7480,Sector 2 HSR Layout,1665.0,3.0,110.0,3,6606.606606606607
7481,Sector 2 HSR Layout,1512.0,3.0,80.0,3,5291.005291005291
7482,Sector 2 HSR Layout,1332.0,2.0,101.0,2,7582.582582582582
7483,Sector 2 HSR Layout,1600.0,3.0,90.0,3,5625.0
7484,Sector 2 HSR Layout,1231.0,2.0,66.0,2,5361.494719740049
7485,Sector 6 HSR Layout,3000.0,5.0,260.0,4,8666.666666666666
7486,Sector 6 HSR Layout,3800.0,3.0,580.0,3,15263.157894736842
7487,Sector 6 HSR Layout,3000.0,5.0,270.0,4,9000.0
7488,Sector 7 HSR Layout,3000.0,5.0,275.0,4,9166.666666666666
7489,Sector 7 HSR Layout,1163.0,2.0,98.86,2,8500.42992261393
7490,Sector 7 HSR Layout,1760.0,3.0,145.0,3,8238.636363636364
7491,Sector 7 HSR Layout,3900.0,3.0,300.0,3,7692.307692307692
7492,Sector 7 HSR Layout,1163.0,2.0,98.86,2,8500.42992261393
7493,Sector 7 HSR Layout,1342.0,2.0,115.0,2,8569.29955290611
7494,Sector 7 HSR Layout,1760.0,3.0,160.0,3,9090.90909090909
7495,Sector 7 HSR Layout,1760.0,3.0,142.0,3,8068.181818181818
7496,Sector 7 HSR Layout,2400.0,2.0,195.0,3,8125.0
7497,Sector 7 HSR Layout,1760.0,3.0,185.0,3,10511.363636363636
7498,Sector 7 HSR Layout,1162.0,2.0,98.77,2,8500.0
7499,Seegehalli,901.0,2.0,35.14,2,3900.110987791343
7501,Seegehalli,800.0,1.0,50.0,2,6250.0
7503,Seegehalli,1118.0,2.0,37.5,2,3354.2039355992843
7504,Seegehalli,1200.0,2.0,62.0,3,5166.666666666667
7505,Seegehalli,1155.0,2.0,72.0,2,6233.766233766234
7506,Seegehalli,1830.0,4.0,82.0,3,4480.87431693989
7507,Seegehalli,4000.0,3.0,235.0,3,5875.0
7510,Seegehalli,1096.0,2.0,41.0,2,3740.875912408759
7512,Seegehalli,920.0,2.0,27.0,2,2934.782608695652
7513,Seegehalli,1553.0,3.0,68.0,3,4378.62202189311
7514,Seegehalli,1639.0,3.0,120.0,3,7321.537522879805
7515,Seegehalli,3000.0,4.0,235.0,3,7833.333333333333
7516,Seegehalli,1134.0,2.0,45.0,2,3968.253968253968
7517,Seegehalli,1683.0,3.0,80.0,3,4753.416518122401
7518,Seegehalli,1176.0,2.0,50.0,2,4251.700680272109
7519,Seegehalli,3000.0,4.0,240.0,3,8000.0
7520,Seetharampalya,1515.0,3.0,88.0,3,5808.580858085808
7521,Seetharampalya,1166.0,2.0,53.0,2,4545.454545454545
7522,Seetharampalya,1100.0,2.0,55.0,2,5000.0
7523,Seetharampalya,1350.0,3.0,68.0,3,5037.037037037037
7524,Seetharampalya,1500.0,3.0,90.0,3,6000.0
7525,Seetharampalya,1360.0,2.0,73.0,3,5367.64705882353
7526,Seshadripuram,600.0,3.0,75.0,2,12500.0
7527,Seshadripuram,1217.0,2.0,164.0,2,13475.760065735414
7528,Shampura,2650.0,4.0,150.0,4,5660.377358490566
7529,Shampura,1200.0,2.0,53.0,2,4416.666666666667
7530,Shampura,700.0,1.0,35.0,2,5000.0
7531,Shampura,1400.0,3.0,70.0,3,5000.0
7532,Shampura,1475.0,3.0,78.0,3,5288.135593220339
7533,Shampura,1700.0,3.0,75.0,3,4411.764705882353
7534,Shankarapuram,3060.0,4.0,350.0,4,11437.908496732027
7535,Shankarapuram,925.0,2.0,100.0,2,10810.81081081081
7536,Shanthala Nagar,1630.0,2.0,200.0,2,12269.938650306749
7537,Shanthala Nagar,1450.0,1.0,230.0,2,15862.068965517241
7538,Shanthala Nagar,1600.0,3.0,180.0,3,11250.0
7539,Shanthala Nagar,3290.0,4.0,460.0,3,13981.76291793313
7540,Shanthi Layout,1280.0,3.0,87.0,3,6796.875
7541,Shanti Nagar,1602.0,2.0,165.0,3,10299.625468164793
7542,Shanti Nagar,1602.0,2.0,170.0,3,10611.735330836455
7543,Shanti Nagar,3000.0,4.0,240.0,4,8000.0
7544,Shanti Nagar,1130.0,2.0,74.0,2,6548.672566371682
7545,Shanti Nagar,1130.0,2.0,75.0,2,6637.168141592921
7546,Shanti Nagar,2250.0,3.0,180.0,3,8000.0
7547,Shantiniketan Layout,1500.0,2.0,115.0,2,7666.666666666667
7548,Shantiniketan Layout,2072.0,3.0,108.0,3,5212.355212355213
7549,Shantiniketan Layout,925.0,2.0,48.0,2,5189.189189189189
7550,Shantiniketan Layout,2710.0,5.0,142.0,4,5239.852398523985
7551,Shettigere,660.0,1.0,35.0,1,5303.030303030303
7552,Shetty Halli,8000.0,5.0,550.0,5,6875.0
7553,Shikaripalya,1121.0,2.0,43.72,2,3900.0892060660126
7554,Shikaripalya,1442.0,3.0,56.24,3,3900.138696255201
7555,Shikaripalya,1555.0,2.0,67.0,3,4308.681672025724
7556,Shikaripalya,1532.0,3.0,59.75,3,3900.1305483028723
7557,Shikaripalya,1025.0,2.0,39.98,2,3900.4878048780483
7558,Shingapura,1350.0,2.0,45.0,1,3333.3333333333335
7559,Shingapura,1255.0,2.0,60.0,3,4780.876494023904
7560,Shirdi Sai Layout,1200.0,3.0,95.0,4,7916.666666666667
7561,Shivaji Nagar,850.0,2.0,55.0,2,6470.588235294118
7562,Shivaji Nagar,1554.0,3.0,130.0,2,8365.508365508365
7563,Shivaji Nagar,3820.0,1.0,306.0,1,8010.471204188481
7564,Shivaji Nagar,703.0,2.0,49.5,2,7041.251778093883
7565,Shivaji Nagar,1460.0,2.0,90.0,3,6164.3835616438355
7566,Shivaji Nagar,600.0,1.0,65.0,2,10833.333333333334
7567,Shree Ananth Nagar Layout,2040.0,2.0,59.0,2,2892.156862745098
7568,Shree Ananth Nagar Layout,1176.0,2.0,45.0,3,3826.530612244898
7569,Shree Ananth Nagar Layout,1080.0,2.0,38.0,2,3518.5185185185187
7570,Siddapura,14000.0,3.0,800.0,4,5714.285714285715
7571,Siddapura,1275.0,2.0,105.0,2,8235.29411764706
7572,Siddapura,1150.0,2.0,90.0,2,7826.086956521739
7573,Siddapura,5480.0,4.0,400.0,3,7299.270072992701
7574,Sidedahalli,900.0,2.0,27.0,2,3000.0
7575,Sidedahalli,900.0,1.0,52.3,1,5811.111111111111
7576,Sidedahalli,750.0,2.0,20.0,2,2666.6666666666665
7577,Sidedahalli,900.0,2.0,25.0,2,2777.777777777778
7578,Sidedahalli,1200.0,1.0,50.0,2,4166.666666666667
7579,Silk Board,1300.0,3.0,58.0,3,4461.538461538462
7580,Silk Board,1435.0,2.0,60.0,3,4181.184668989547
7581,Silk Board,1250.0,3.0,54.0,3,4320.0
7582,Silver Springs Layout,1084.0,2.0,50.0,2,4612.546125461255
7583,Silver Springs Layout,1550.0,2.0,70.0,3,4516.129032258064
7584,Singanayakanahalli,1480.0,2.0,75.0,3,5067.5675675675675
7585,Singapura Village,825.0,2.0,35.0,2,4242.424242424242
7586,Singapura Village,985.0,2.0,45.0,2,4568.527918781726
7587,Singapura Village,970.0,2.0,45.0,2,4639.1752577319585
7589,Singasandra,1030.0,2.0,55.0,2,5339.805825242718
7591,Singasandra,1100.0,2.0,52.0,2,4727.272727272727
7593,Singasandra,1300.0,2.0,65.0,2,5000.0
7596,Singasandra,1010.0,2.0,40.0,2,3960.3960396039606
7597,Singasandra,1375.0,2.0,58.0,2,4218.181818181818
7598,Singasandra,1120.0,2.0,60.0,2,5357.142857142857
7599,Singasandra,1510.0,3.0,75.0,3,4966.887417218543
7600,Singasandra,1179.0,2.0,56.0,2,4749.787955894826
7601,Singasandra,1416.0,2.0,67.0,2,4731.6384180790965
7602,Singasandra,1476.0,2.0,73.0,3,4945.79945799458
7603,Singasandra,1139.7,2.0,45.0,2,3948.407475651487
7604,Singasandra,1465.0,2.0,60.0,2,4095.563139931741
7606,Singasandra,1653.0,3.0,85.0,3,5142.165759225651
7607,Singena Agrahara,1500.0,3.0,115.0,3,7666.666666666667
7608,Sneha Colony,1050.0,2.0,110.0,2,10476.190476190477
7609,Somasundara Palya,1255.0,2.0,67.0,2,5338.645418326693
7610,Somasundara Palya,1448.0,2.0,68.0,2,4696.132596685083
7612,Somasundara Palya,1178.0,2.0,73.0,2,6196.9439728353145
7613,Somasundara Palya,1260.0,2.0,60.0,2,4761.9047619047615
7614,Somasundara Palya,1033.0,2.0,48.0,2,4646.660212971927
7615,Somasundara Palya,1329.0,2.0,70.0,2,5267.11813393529
7616,Somasundara Palya,2372.0,3.0,140.0,3,5902.192242833053
7617,Somasundara Palya,1185.0,2.0,70.0,2,5907.172995780591
7621,Somasundara Palya,2400.0,3.0,140.0,4,5833.333333333333
7622,Somasundara Palya,1650.0,3.0,95.0,3,5757.575757575758
7623,Somasundara Palya,1186.0,2.0,72.0,2,6070.826306913997
7625,Someshwara Layout,1200.0,4.0,169.0,4,14083.333333333334
7626,Sompura,825.0,2.0,33.0,2,4000.0
7627,Sompura,1025.0,2.0,37.0,3,3609.756097560976
7628,Sompura,1020.0,2.0,41.0,2,4019.607843137255
7629,Sompura,1126.0,2.0,39.0,2,3463.587921847247
7630,Sompura,825.0,2.0,32.0,2,3878.787878787879
7631,Sompura,1360.0,2.0,45.0,3,3308.823529411765
7632,Sompura,1350.0,2.0,47.0,3,3481.4814814814813
7633,Sompura,2150.0,3.0,85.0,4,3953.4883720930234
7635,Sonnenahalli,896.0,2.0,43.75,2,4882.8125
7636,Sonnenahalli,1120.0,2.0,43.0,2,3839.285714285714
7637,Sonnenahalli,1100.0,2.0,44.0,2,4000.0
7638,Sonnenahalli,1011.0,2.0,50.53,2,4998.021760633037
7639,Sonnenahalli,614.5,1.0,30.715,1,4998.372660699756
7640,Sonnenahalli,1484.0,3.0,74.18,3,4998.652291105122
7641,Sonnenahalli,1610.0,3.0,80.48,3,4998.757763975155
7642,Sonnenahalli,1415.0,2.0,65.0,3,4593.639575971732
7643,Sonnenahalli,1268.0,2.0,58.0,2,4574.132492113565
7644,Sonnenahalli,1268.0,2.0,56.0,2,4416.403785488959
7645,Sonnenahalli,605.0,1.0,30.24,1,4998.347107438017
7646,Sonnenahalli,1484.0,3.0,75.0,3,5053.908355795148
7647,Soundarya Layout,960.0,2.0,32.0,2,3333.3333333333335
7648,Sri Balaji Krupa Layout,3200.0,4.0,270.0,4,8437.5
7649,Sri Sai Layout,1195.0,2.0,42.4,2,3548.1171548117154
7650,Sri Venkateshpura Layout,1050.0,2.0,49.5,2,4714.285714285715
7651,Srinagar,1080.0,3.0,149.0,3,13796.296296296296
7652,Srinivas Colony,2750.0,3.0,943.0,3,34290.90909090909
7653,Srinivasa Nagar,1180.0,2.0,78.34,3,6638.983050847458
7654,Srinivasa Nagar,900.0,2.0,55.0,2,6111.111111111111
7655,Srinivasa Nagar,900.0,2.0,45.0,2,5000.0
7656,Srinivasa Nagar,1200.0,2.0,75.6,3,6299.999999999999
7657,Srirampura,1230.0,2.0,55.0,2,4471.544715447155
7658,Srirampura,2736.0,4.0,130.0,4,4751.461988304093
7659,Srirampuram,1485.0,2.0,156.0,3,10505.050505050505
7660,Srirampuram,1200.0,2.0,100.0,3,8333.333333333334
7661,St. John's Road,824.0,2.0,60.0,2,7281.553398058252
7662,St. John's Road,4000.0,4.0,630.0,4,15750.0
7663,Stage-4 Bommanahalli,1455.0,2.0,55.0,3,3780.0687285223366
7664,Stage-4 Bommanahalli,1400.0,3.0,53.0,3,3785.714285714286
7665,Subash Nagar,900.0,2.0,55.0,2,6111.111111111111
7666,Subramanyapura,929.0,2.0,50.17,2,5400.4305705059205
7667,Subramanyapura,1200.0,2.0,52.0,2,4333.333333333333
7668,Subramanyapura,975.0,2.0,58.0,2,5948.717948717948
7669,Subramanyapura,1277.0,2.0,55.0,2,4306.969459671104
7670,Subramanyapura,985.0,2.0,58.0,2,5888.324873096447
7671,Subramanyapura,1245.0,2.0,68.0,3,5461.847389558233
7672,Subramanyapura,1313.0,2.0,73.0,2,5559.786747905559
7673,Subramanyapura,1313.0,2.0,66.5,2,5064.737242955065
7674,Subramanyapura,1255.0,2.0,79.0,3,6294.820717131474
7675,Subramanyapura,1330.0,3.0,72.0,3,5413.533834586467
7676,Subramanyapura,929.0,2.0,48.0,2,5166.846071044133
7677,Subramanyapura,950.0,2.0,55.0,2,5789.473684210527
7678,Subramanyapura,929.0,2.0,56.0,2,6027.9870828848225
7680,Subramanyapura,1260.0,2.0,76.0,3,6031.746031746032
7682,Subramanyapura,960.0,2.0,55.0,2,5729.166666666667
7683,Subramanyapura,1260.0,2.0,73.0,3,5793.650793650793
7685,Subramanyapura,1278.0,3.0,70.0,3,5477.308294209703
7686,Subramanyapura,929.0,2.0,49.0,2,5274.48869752422
7687,Subramanyapura,1260.0,2.0,75.0,3,5952.380952380952
7688,Subramanyapura,1000.0,2.0,45.0,2,4500.0
7690,Subramanyapura,929.0,1.0,51.0,2,5489.773950484392
7691,Subramanyapura,1880.0,3.0,110.0,3,5851.063829787234
